Country,Year,PDF_URL,Source,Document_Title,Status,Notes
Haiti,2023,https://documents.worldbank.org/curated/en/099210502232321308/pdf/BOSIB-70ffc4df-c45a-4d28-bd0f-528d4e38a8ba.pdf,World Bank/IMF,Haiti - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #180381; published 2023-01-31
Haiti,2024,https://documents.worldbank.org/curated/en/099121724134041461/pdf/BOSIB-bc0b9a1d-fee0-42f7-b4d8-1df5567241d1.pdf,World Bank/IMF,Haiti - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #195694; published 2024-11-30
Haiti,2005,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Haiti,2006,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Haiti,2007,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Haiti,2008,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Haiti,2009,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Haiti,2010,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Haiti,2011,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Haiti,2012,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Haiti,2013,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Haiti,2015,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Haiti,2016,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Haiti,2017,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Haiti,2018,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Haiti,2019,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Haiti,2021,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Haiti,2025,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Honduras,2013,https://documents.worldbank.org/curated/en/626621467811343891/pdf/765230BR0IDA0S025Box374383B00OUO090.pdf,World Bank/IMF,Honduras - Joint Bank-Fund debt sustainability analysis,Needs Verification,WB Report #76523; published 2013-01-24
Honduras,2018,https://documents.worldbank.org/curated/en/438891539631705690/pdf/Honduras-Joint-Bank-Fund-Debt-Sustainability-Analysis-2018-Update.pdf,World Bank/IMF,Honduras - Joint Bank-Fund Debt Sustainability Analysis : 2018 Update,Needs Verification,WB Report #130854; published 2018-10-01
Honduras,2019,https://documents.worldbank.org/curated/en/298461570770698277/pdf/Honduras-Joint-World-Bank-IMF-Debt-Sustainability-Analysis-July-2019.pdf,World Bank/IMF,Honduras - Joint World Bank-IMF Debt Sustainability Analysis : July 2019,Needs Verification,WB Report #142538; published 2019-07-01
Honduras,2020,https://documents.worldbank.org/curated/en/133121595079393525/pdf/IBArchive-7a8c5541-5163-4497-b043-f7fa71c96758.pdf,World Bank/IMF,Honduras - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #150948; published 2020-06-01
Honduras,2021,https://documents.worldbank.org/curated/en/838491633383393244/pdf/IBArchive-5b22bf3d-c9c7-45df-9f0b-e537f19df329.pdf,World Bank/IMF,Honduras - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #164765; published 2021-09-01
Honduras,2023,https://documents.worldbank.org/curated/en/099102023164021774/pdf/BOSIB-270509bf-4ef1-4043-b862-3d3181644e2f.pdf,World Bank/IMF,Honduras - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #185425; published 2023-09-30
Honduras,2024,https://documents.worldbank.org/curated/en/099020725114574989/pdf/BOSIB-b5a77bc1-9388-490d-8605-efd78e05f485.pdf,World Bank/IMF,Honduras - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #197195; published 2024-12-31
Honduras,2005,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Honduras,2006,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Honduras,2007,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Honduras,2008,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Honduras,2009,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Honduras,2010,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Honduras,2011,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Honduras,2012,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Honduras,2014,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Honduras,2015,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Honduras,2016,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Honduras,2017,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Honduras,2022,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Honduras,2025,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Kenya,2013,https://documents.worldbank.org/curated/en/823061468272738361/pdf/770370BR0IDA0S080Box374393B00OUO090.pdf,World Bank/IMF,Kenya - Joint bank-fund debt sustainability analysis update,Needs Verification,WB Report #77037; published 2013-04-01
Kenya,2020,https://documents.worldbank.org/curated/en/796991589998832687/pdf/IBArchive-b469178b-aecb-4174-b05c-d9703e36834a.pdf,World Bank/IMF,Kenya - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #148673; published 2020-05-15
Kenya,2022,https://documents.worldbank.org/curated/en/535611644259652148/pdf/IBArchive-3c1f3064-a508-4c6b-8de3-cccb9139be03.pdf,World Bank/IMF,Kenya - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #168516; published 2022-01-01
Kenya,2022,https://documents.worldbank.org/curated/en/099200502172342405/pdf/BOSIB-8d41b80e-8fcf-4fb0-9824-4d65440cd5b8.pdf,World Bank/IMF,Kenya - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #180241; published 2022-12-31
Kenya,2024,https://documents.worldbank.org/curated/en/099022724150036630/pdf/BOSIB-75e3dbb7-cfc1-428c-959a-dd55c68bb4d7.pdf,World Bank/IMF,Kenya - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #187978; published 2024-01-31
Kenya,2024,https://documents.worldbank.org/curated/en/099110624111018208/pdf/BOSIB-8d64ed0e-a0b3-4ea6-ac91-82e5a88d3391.pdf,World Bank/IMF,Kenya - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #194569; published 2024-10-31
Kenya,2005,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Kenya,2006,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Kenya,2007,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Kenya,2008,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Kenya,2009,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Kenya,2010,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Kenya,2011,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Kenya,2012,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Kenya,2014,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Kenya,2015,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Kenya,2016,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Kenya,2017,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Kenya,2018,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Kenya,2019,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Kenya,2021,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Kenya,2023,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Kenya,2025,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Kiribati,2013,https://documents.worldbank.org/curated/en/784741468272404952/pdf/Kiribati-Joint-bank-fund-debt-sustainability-analysis-2013-update.pdf,World Bank/IMF,Kiribati - Joint bank-fund debt sustainability analysis : 2013 update,Needs Verification,WB Report #78788; published 2013-05-29
Kiribati,2019,https://documents.worldbank.org/curated/en/850081550273125691/pdf/IBArchive-2374177d-0198-4d9f-87e7-83684078af3d.pdf,World Bank/IMF,Kiribati - Joint Bank-Fund Debt Sustainability Analysis : 2018 Update,Needs Verification,WB Report #134715; published 2019-02-12
Kiribati,2023,https://documents.worldbank.org/curated/en/099110623132510076/pdf/BOSIB0af7d429a0490b1e60a2cd3921615d.pdf,World Bank/IMF,Kiribati – Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #185669; published 2023-10-10
Kiribati,2024,https://documents.worldbank.org/curated/en/099061824151043073/pdf/BOSIB-44f6f5b4-2dfb-4dd8-91f6-e134345e09b1.pdf,World Bank/IMF,Kiribati - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #191425; published 2024-04-30
Kiribati,2005,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Kiribati,2006,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Kiribati,2007,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Kiribati,2008,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Kiribati,2009,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Kiribati,2010,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Kiribati,2011,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Kiribati,2012,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Kiribati,2014,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Kiribati,2015,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Kiribati,2016,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Kiribati,2017,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Kiribati,2018,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Kiribati,2020,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Kiribati,2021,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Kiribati,2022,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Kiribati,2025,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Kyrgyz Republic,2019,https://documents.worldbank.org/curated/en/492841570637910932/pdf/Kyrgyz-Republic-Joint-World-Bank-IMF-Debt-Sustainability-Analysis-July-2019.pdf,World Bank/IMF,Kyrgyz Republic - Joint World Bank-IMF Debt Sustainability Analysis : July 2019,Needs Verification,WB Report #142482; published 2019-07-01
Kyrgyz Republic,2020,https://documents.worldbank.org/curated/en/729991587656335744/pdf/IBArchive-57f9301d-6cde-45d7-8be3-72743e43ecb4.pdf,World Bank/IMF,Kyrgyz Republic - Joint World Bank-IMF Debt Sustainability Analysis : March 2020,Needs Verification,WB Report #147941; published 2020-03-01
Kyrgyz Republic,2023,https://documents.worldbank.org/curated/en/099215503272310280/pdf/BOSIB-129f31c2-885e-45bc-8de5-ceaae08a7ca5.pdf,World Bank/IMF,Kyrgyz Republic - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #181017; published 2023-01-31
Kyrgyz Republic,2024,https://documents.worldbank.org/curated/en/099030724164011588/pdf/BOSIB-d6279832-6308-4581-bcf0-3956b3660b4c.pdf,World Bank/IMF,Kyrgyz Republic - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #188181; published 2024-02-29
Kyrgyz Republic,2025,https://documents.worldbank.org/curated/en/099070325154573661/pdf/BOSIB-c6c211c7-4489-476b-8447-d9a7f419d79d.pdf,World Bank/IMF,Kyrgyz Republic - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #202889; published 2025-05-31
Kyrgyz Republic,2005,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Kyrgyz Republic,2006,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Kyrgyz Republic,2007,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Kyrgyz Republic,2008,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Kyrgyz Republic,2009,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Kyrgyz Republic,2010,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Kyrgyz Republic,2011,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Kyrgyz Republic,2012,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Kyrgyz Republic,2013,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Kyrgyz Republic,2014,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Kyrgyz Republic,2015,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Kyrgyz Republic,2016,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Kyrgyz Republic,2017,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Kyrgyz Republic,2018,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Kyrgyz Republic,2021,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Kyrgyz Republic,2022,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Lao P.D.R.,2005,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Lao P.D.R.,2006,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Lao P.D.R.,2007,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Lao P.D.R.,2008,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Lao P.D.R.,2009,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Lao P.D.R.,2010,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Lao P.D.R.,2011,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Lao P.D.R.,2012,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Lao P.D.R.,2013,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Lao P.D.R.,2014,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Lao P.D.R.,2015,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Lao P.D.R.,2016,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Lao P.D.R.,2017,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Lao P.D.R.,2018,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Lao P.D.R.,2019,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Lao P.D.R.,2020,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Lao P.D.R.,2021,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Lao P.D.R.,2022,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Lao P.D.R.,2023,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Lao P.D.R.,2024,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Lao P.D.R.,2025,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Lesotho,2014,https://documents.worldbank.org/curated/en/601801467812622942/pdf/Lesotho-Joint-bank-fund-debt-sustainability-analysis-update.pdf,World Bank/IMF,Lesotho - Joint bank-fund debt sustainability analysis update,Needs Verification,WB Report #88874; published 2014-05-19
Lesotho,2019,https://documents.worldbank.org/curated/en/421421562012541734/pdf/IBArchive-9d56f81b-97db-4bf3-8186-49cc3e3bce99.pdf,World Bank/IMF,Lesotho - Joint Bank-Fund Debt Sustainability Analysis : 2018 Update,Needs Verification,WB Report #138601; published 2019-06-11
Lesotho,2020,https://documents.worldbank.org/curated/en/717051603294486722/pdf/IBArchive-7b3c72a9-ef93-41bc-bede-fbc7c4741cb1.pdf,World Bank/IMF,Lesotho - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #153800; published 2020-07-01
Lesotho,2022,https://documents.worldbank.org/curated/en/237381658348782740/pdf/IBArchive-f790009b-c0da-48d7-8a28-4f55fc664696.pdf,World Bank/IMF,Lesotho - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #174178; published 2022-06-30
Lesotho,2023,https://documents.worldbank.org/curated/en/099121423094016522/pdf/BOSIB-10cd37e7-f6e0-40fc-babd-112ba5fdd8b0.pdf,World Bank/IMF,Lesotho - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #186488; published 2023-06-30
Lesotho,2024,https://documents.worldbank.org/curated/en/099121624130570964/pdf/BOSIB-020e449e-a3a5-4a83-ab4a-4b3f2caae5ef.pdf,World Bank/IMF,Lesotho - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #195665; published 2024-09-30
Lesotho,2005,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Lesotho,2006,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Lesotho,2007,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Lesotho,2008,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Lesotho,2009,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Lesotho,2010,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Lesotho,2011,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Lesotho,2012,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Lesotho,2013,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Lesotho,2015,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Lesotho,2016,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Lesotho,2017,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Lesotho,2018,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Lesotho,2021,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Lesotho,2025,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Liberia,2014,https://documents.worldbank.org/curated/en/628481467812278347/pdf/887050BR0Box380ECM20140045500OUO090.pdf,World Bank/IMF,Liberia - Joint Bank-Fund Debt Sustainability Analysis Update,Needs Verification,WB Report #88705; published 2014-01-31
Liberia,2018,https://documents.worldbank.org/curated/en/382051539632241719/pdf/Liberia-Joint-Bank-Fund-Debt-Sustainability-Analysis-2018-Update.pdf,World Bank/IMF,Liberia - Joint Bank-Fund Debt Sustainability Analysis : 2018 Update,Needs Verification,WB Report #130855; published 2018-10-01
Liberia,2019,https://documents.worldbank.org/curated/en/277671570833880795/pdf/Liberia-Joint-World-Bank-IMF-Debt-Sustainability-Analysis-June-2019.pdf,World Bank/IMF,Liberia - Joint World Bank-IMF Debt Sustainability Analysis : June 2019,Needs Verification,WB Report #142566; published 2019-06-01
Liberia,2019,https://documents.worldbank.org/curated/en/697341584373483571/pdf/IBArchive-76e18dda-2349-4d24-a3df-5c0a013f4846.pdf,World Bank/IMF,Liberia - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #146849; published 2019-12-01
Liberia,2020,https://documents.worldbank.org/curated/en/336731595079731561/pdf/IBArchive-0326bad4-958a-49d6-b381-abda2427a16d.pdf,World Bank/IMF,Liberia - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #150949; published 2020-06-01
Liberia,2020,https://documents.worldbank.org/curated/en/962561610634532675/pdf/IBArchive-9456d01f-d66d-4d30-8ab2-a610a98bf026.pdf,World Bank/IMF,Liberia - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #155858; published 2020-12-01
Liberia,2022,https://documents.worldbank.org/curated/en/099825209132228645/pdf/BOSIB-316e1b6c-84b7-44b7-9ea3-adc976160960.pdf,World Bank/IMF,Liberia - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #175992; published 2022-08-30
Liberia,2024,https://documents.worldbank.org/curated/en/099110624175028386/pdf/BOSIB-fa68015e-dad3-430f-906d-eb92973281c3.pdf,World Bank/IMF,Liberia - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #194570; published 2024-09-30
Liberia,2025,https://documents.worldbank.org/curated/en/099102925150056306/pdf/BOSIB-3b895607-ac1f-427a-bdd4-f61438d2070a.pdf,World Bank/IMF,Liberia - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #206282; published 2025-10-31
Liberia,2005,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Liberia,2006,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Liberia,2007,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Liberia,2008,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Liberia,2009,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Liberia,2010,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Liberia,2011,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Liberia,2012,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Liberia,2013,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Liberia,2015,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Liberia,2016,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Liberia,2017,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Liberia,2021,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Liberia,2023,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Madagascar,2014,https://documents.worldbank.org/curated/en/515121467812778333/pdf/891060BR0IDA0S030Box385255B00OUO090.pdf,World Bank/IMF,Madagascar - Joint bank-fund debt sustainability analysis : 2014 update,Needs Verification,WB Report #89106; published 2014-06-03
Madagascar,2019,https://documents.worldbank.org/curated/en/900641570834007200/pdf/Madagascar-Joint-World-Bank-IMF-Debt-Sustainability-Analysis-August-2019.pdf,World Bank/IMF,Madagascar - Joint World Bank-IMF Debt Sustainability Analysis : August 2019,Needs Verification,WB Report #142567; published 2019-08-01
Madagascar,2020,https://documents.worldbank.org/curated/en/605901586542664397/pdf/IBArchive-0e9e08bc-116a-44ee-93a2-4c09a7fb38de.pdf,World Bank/IMF,Madagascar - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #147549; published 2020-01-01
Madagascar,2020,https://documents.worldbank.org/curated/en/157301591805921647/pdf/IBArchive-b359ad6c-50f2-4730-958f-f874d2a8daab.pdf,World Bank/IMF,Madagascar - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #149443; published 2020-04-01
Madagascar,2020,https://documents.worldbank.org/curated/en/417261600791267130/pdf/IBArchive-a44a9c70-3998-4402-b551-8c21cc668b26.pdf,World Bank/IMF,Madagascar - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #153193; published 2020-07-01
Madagascar,2022,https://documents.worldbank.org/curated/en/311431652708739408/pdf/IBArchive-eae51e1c-0046-45a7-ae37-9fce3b192d6a.pdf,World Bank/IMF,Madagascar - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #171546; published 2022-05-01
Madagascar,2023,https://documents.worldbank.org/curated/en/099042523134542667/pdf/BOSIB-2c0da3f5-141c-4769-afdf-7091a2e6090a.pdf,World Bank/IMF,Madagascar - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #181749; published 2023-03-31
Madagascar,2024,https://documents.worldbank.org/curated/en/099092024130524257/pdf/BOSIB-ae671ae6-f444-4a20-8fd8-7f97ec1dcfb4.pdf,World Bank/IMF,Madagascar - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #193646; published 2024-06-30
Madagascar,2025,https://documents.worldbank.org/curated/en/099042925131559525/pdf/BOSIB-a6f0fd17-800e-44dd-b2c0-c4e8f502a103.pdf,World Bank/IMF,Madagascar - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #201026; published 2025-02-28
Madagascar,2005,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Madagascar,2006,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Madagascar,2007,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Madagascar,2008,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Madagascar,2009,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Madagascar,2010,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Madagascar,2011,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Madagascar,2012,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Madagascar,2013,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Madagascar,2015,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Madagascar,2016,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Madagascar,2017,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Madagascar,2018,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Madagascar,2021,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Malawi,2013,https://documents.worldbank.org/curated/en/343921468270303936/pdf/Malawi-Joint-bank-fund-debt-sustainability-analysis-2013-update.pdf,World Bank/IMF,Malawi - Joint bank-fund debt sustainability analysis : 2013 update,Needs Verification,WB Report #82423; published 2013-09-30
Malawi,2018,https://documents.worldbank.org/curated/en/798271545161239979/pdf/IBArchive-44240a57-7e7a-402c-a9aa-8b54577cabb8.pdf,World Bank/IMF,Malawi - Joint Bank-Fund Debt Sustainability Analysis : 2018 Update,Needs Verification,WB Report #133067; published 2018-12-14
Malawi,2019,https://documents.worldbank.org/curated/en/976431586787372946/pdf/IBArchive-be2f3bb8-17b4-4bd3-8f9c-30b95d6e8b8b.pdf,World Bank/IMF,Malawi - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #147589; published 2019-11-01
Malawi,2020,https://documents.worldbank.org/curated/en/554341595279554970/pdf/IBArchive-df04f4e9-196b-4691-aac7-e39639dc35c9.pdf,World Bank/IMF,Malawi - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #150978; published 2020-05-01
Malawi,2020,https://documents.worldbank.org/curated/en/807901607563376948/pdf/IBArchive-5b1160e6-edcc-4ef6-8271-04dc977a4b2f.pdf,World Bank/IMF,Malawi - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #154888; published 2020-09-01
Malawi,2021,https://documents.worldbank.org/curated/en/946631648217580282/pdf/IBArchive-781a1afb-ba2f-40b2-8ba1-df2fba97605d.pdf,World Bank/IMF,Malawi : Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #169866; published 2021-12-01
Malawi,2023,https://documents.worldbank.org/curated/en/099050001062339743/pdf/BOSIB-d62e4dae-c3c0-48b4-8ddf-159adc4f4c35.pdf,World Bank/IMF,Malawi - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #179122; published 2023-01-07
Malawi,2023,https://documents.worldbank.org/curated/en/099112923062025306/pdf/BOSIB-88d2bac7-28f7-4976-8eea-6cd0ed412f88.pdf,World Bank/IMF,Malawi - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #186101; published 2023-07-31
Malawi,2023,https://documents.worldbank.org/curated/en/099013024111094893/pdf/BOSIB-55b0b1f0-01ae-4e53-92b2-d124a5329907.pdf,World Bank/IMF,Malawi - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #187442; published 2023-11-30
Malawi,2025,https://documents.worldbank.org/curated/en/099101025172525589/pdf/BOSIB-8bc15322-012f-452a-8719-662f7b29b1f9.pdf,World Bank/IMF,Malawi - Joint World Bank-IMF Debt Sustainability Analysis,Needs Verification,WB Report #205334; published 2025-10-10
Malawi,2005,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Malawi,2006,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Malawi,2007,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Malawi,2008,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Malawi,2009,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Malawi,2010,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Malawi,2011,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Malawi,2012,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Malawi,2014,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Malawi,2015,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
Malawi,2016,,,,Manual Review,"No DSA found in WB API, known reports, or web search"
